2026-01-20 16:10,RE5,16:12,3,RE5,16:43,5,RE5,17:11,4
2026-01-20 16:10,RE5,16:12,3,RE5,16:43,5,RE5,17:11,4
2026-01-20 15:15,RE5,15:43,6,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:20,RE5,15:43,6,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:25,RE5,15:43,6,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:30,RE5,15:43,6,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:35,RE5,15:43,6,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:40,RE5,15:43,6,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:45,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:50,RE5,16:12,3,RE5,16:43,5
2026-01-20 15:55,RE5,16:12,3,RE5,16:43,5
2026-01-20 16:00,RE5,16:12,3,RE5,16:43,5,RE5,17:11,4
2026-01-20 16:05,RE5,16:12,3,RE5,16:43,5,RE5,17:11,4
2026-01-20 17:10,RE5,17:11,4,RE5,17:43,6,RE5,18:11,4
2026-01-20 17:15,RE5,17:43,6,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:20,RE5,17:43,6,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:25,RE5,17:43,6,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:30,RE5,17:43,6,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:35,RE5,17:43,6,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:40,RE5,17:43,6,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:45,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:50,RE5,18:11,4,RE5,18:43,5
2026-01-20 17:55,RE5,18:11,4,RE5,18:43,5
2026-01-20 18:00,RE5,18:11,4,RE5,18:43,5,RE5,19:11,4
2026-01-20 18:05,RE5,18:11,4,RE5,18:43,5,RE5,19:11,4
2026-01-20 18:10,RE5,18:11,4,RE5,18:43,5,RE5,19:11,4
2026-01-20 18:15,RE5,18:43,5,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:20,RE5,18:43,5,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:25,RE5,18:43,5,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:30,RE5,18:43,5,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:35,RE5,18:43,5,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:40,RE5,18:43,5,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:45,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:50,RE5,19:11,4,RE5,19:43,6
2026-01-20 18:55,RE5,19:11,4,RE5,19:43,6
2026-01-20 19:00,RE5,19:11,4,RE5,19:43,6,RE5,20:11,4
2026-01-20 19:05,RE5,19:11,4,RE5,19:43,6,RE5,20:11,4
2026-01-20 19:10,RE5,19:11,4,RE5,19:43,6,RE5,20:11,4
2026-01-20 19:15,RE5,19:43,6,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:20,RE5,19:43,6,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:25,RE5,19:43,6,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:30,RE5,19:43,6,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:35,RE5,19:43,6,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:40,RE5,19:43,6,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:45,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:50,RE5,20:11,4,RE5,20:43,5
2026-01-20 19:55,RE5,20:11,4,RE5,20:43,5
2026-01-20 20:00,RE5,20:11,4,RE5,20:43,5,RE5,21:11,4
2026-01-20 20:05,RE5,20:11,4,RE5,20:43,5,RE5,21:11,4
2026-01-20 20:10,RE5,20:11,4,RE5,20:43,5,RE5,21:11,4
2026-01-20 20:15,RE5,20:43,5,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:20,RE5,20:43,5,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:25,RE5,20:43,5,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:30,RE5,20:43,5,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:35,RE5,20:43,5,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:40,RE5,20:43,5,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:45,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:50,RE5,21:11,4,RE5,21:43,6
2026-01-20 20:55,RE5,21:11,4,RE5,21:43,6
2026-01-20 21:00,RE5,21:11,4,RE5,21:43,6
2026-01-20 21:05,RE5,21:11,4,RE5,21:43,6
2026-01-20 21:10,RE5,21:11,4,RE5,21:43,6
2026-01-20 21:15,RE5,21:43,6
2026-01-20 21:20,RE5,21:43,6
2026-01-20 21:25,RE5,21:43,6
2026-01-20 21:30,RE5,21:43,6
2026-01-20 21:35,RE5,21:43,6
2026-01-20 21:40,RE5,21:43,6
2026-01-20 22:00,RE5,23:11,4
2026-01-20 22:05,RE5,23:11,4
2026-01-20 22:10,RE5,23:11,4
2026-01-20 22:15,RE5,23:11,4
2026-01-20 22:20,RE5,23:11,4
2026-01-20 22:25,RE5,23:11,4
2026-01-20 22:30,RE5,23:11,4
2026-01-20 22:35,RE5,23:11,4
2026-01-20 22:40,RE5,23:11,4
2026-01-20 22:45,RE5,23:11,4
2026-01-20 22:50,RE5,23:11,4
2026-01-20 22:55,RE5,23:11,4
2026-01-20 23:00,RE5,23:11,4
2026-01-20 23:05,RE5,23:11,4
2026-01-20 23:10,RE5,23:11,4
2026-01-21 04:00,RE5,05:11,4,RE5,05:43,5
2026-01-21 04:16,RE5,05:11,4,RE5,05:43,5
2026-01-21 04:34,RE5,05:11,4,RE5,05:43,5
2026-01-21 04:34,RE5,05:11,4,RE5,05:43,5
2026-01-21 04:35,RE5,05:11,4,RE5,05:43,5
2026-01-21 04:51,RE5,05:11,4,RE5,05:43,5
2026-01-21 05:01,RE5,05:11,4,RE5,05:43,5,RE5,06:11,4
2026-01-21 05:19,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:19,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:20,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:25,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:30,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:35,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:40,RE5,05:43,5,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:45,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:50,RE5,06:11,4,RE5,06:43,5
2026-01-21 05:55,RE5,06:11,4,RE5,06:43,5
2026-01-21 06:00,RE5,06:11,4,RE5,06:43,5,RE5,07:11,4
2026-01-21 06:05,RE5,06:11,4,RE5,06:43,5,RE5,07:11,4
2026-01-21 06:10,RE5,06:11,4,RE5,06:43,5,RE5,07:11,4
2026-01-21 06:15,RE5,06:43,5,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:20,RE5,06:43,5,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:25,RE5,06:43,5,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:30,RE5,06:43,5,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:35,RE5,06:43,5,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:40,RE5,06:43,5,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:45,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:50,RE5,07:11,4,RE5,07:43,6
2026-01-21 06:55,RE5,07:11,4,RE5,07:43,6
2026-01-21 07:00,RE5,07:11,4,RE5,07:43,6,RE5,08:13,3
2026-01-21 07:05,RE5,07:11,4,RE5,07:43,6,RE5,08:13,3
2026-01-21 07:10,RE5,07:11,4,RE5,07:43,6,RE5,08:13,3
2026-01-21 07:15,RE5,07:43,6,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:20,RE5,07:43,6,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:25,RE5,07:43,6,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:30,RE5,07:43,6,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:35,RE5,07:43,6,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:40,RE5,07:43,6,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:45,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:50,RE5,08:13,3,RE5,08:43,5
2026-01-21 07:55,RE5,08:13,3,RE5,08:43,5
2026-01-21 08:00,RE5,08:13,3,RE5,08:43,5,RE5,09:11,4
2026-01-21 08:05,RE5,08:13,3,RE5,08:43,5,RE5,09:11,4
2026-01-21 08:10,RE5,08:13,3,RE5,08:43,5,RE5,09:11,4
2026-01-21 08:15,RE5,08:43,5,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:20,RE5,08:43,5,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:25,RE5,08:43,5,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:30,RE5,08:43,5,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:35,RE5,08:43,5,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:40,RE5,08:43,5,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:45,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:50,RE5,09:11,4,RE5,09:43,6
2026-01-21 08:55,RE5,09:11,4,RE5,09:43,6
2026-01-21 09:00,RE5,09:11,4,RE5,09:43,6,RE5,10:12,4
2026-01-21 09:05,RE5,09:11,4,RE5,09:43,6,RE5,10:12,4
2026-01-21 09:10,RE5,09:11,4,RE5,09:43,6,RE5,10:12,4
2026-01-21 09:15,RE5,09:43,6,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:20,RE5,09:43,6,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:25,RE5,09:43,6,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:30,RE5,09:43,6,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:35,RE5,09:43,6,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:40,RE5,09:43,6,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:45,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:50,RE5,10:12,4,RE5,10:43,5
2026-01-21 09:55,RE5,10:12,4,RE5,10:43,5
2026-01-21 10:00,RE5,10:12,4,RE5,10:43,5,RE5,11:11,4
2026-01-21 10:05,RE5,10:12,4,RE5,10:43,5,RE5,11:11,4
2026-01-21 10:10,RE5,10:12,4,RE5,10:43,5,RE5,11:11,4
2026-01-21 10:15,RE5,10:43,5,RE5,11:11,4,RE5,11:43,6
2026-01-21 10:20,RE5,10:43,5,RE5,11:11,4,RE5,11:43,6
2026-01-21 10:25,RE5,10:43,5,RE5,11:11,4,RE5,11:43,6
2026-01-21 10:30,RE5,10:43,5,RE5,11:11,4,RE5,11:43,6
2026-01-21 10:35,RE5,10:43,5,RE5,11:11,4,RE5,11:43,6
2026-01-21 10:40,RE5,10:43,5,RE5,11:11,4,RE5,11:43,6
